K10a,K10b,K10c,K11a,K11b,K11c,K12a,K12b,K12c,K13a,K13b,K13c,K14a,K14b,K14c,K15a,K15b,K15c,K16a,K16b ,K16c,K17a,K17c,K18a,K18b,K18c,K19a,K19b,K19d,K20a,K20b,K20c,K21a,K21b,K21c
4,7,5,10,8,8,21,21,24,13,13,11,12,10,6,20,16,18,13,14,14,21,12,15,10,11,15,13,11,9,9,13,11,12,10
2,5,2,3,3,3,3,2,1,4,2,2,4,2,3,2,0,0,2,6,5,3,6,1,1,4,6,4,6,7,8,7,3,6,4
1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,2,2,1,1,1,2,2,0,1
0,0,0,1,2,0,1,0,0,2,1,1,3,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
1,1,1,1,2,0,1,0,2,1,1,0,1,0,1,1,1,1,1,2,2,1,2,1,3,2,2,2,2,1,2,1,1,2,1
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,2
6,4,4,4,5,7,6,8,4,9,9,7,6,5,3,13,8,7,8,6,6,9,9,5,5,4,6,8,9,7,6,8,8,9,9
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
1,0,0,0,1,1,2,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,18,18,16,11,29,19,21,21,17,20,22,20,22,17,12,19,14,21,17,13,2,2,12,16,12,9,9,10,9,8,7,8,9,8
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0
14,9,12,10,10,9,8,11,11,11,11,15,12,11,11,9,12,12,14,14,12,19,16,2,2,4,11,11,8,9,12,12,11,10,15
0,0,0,0,0,0,3,4,2,2,3,2,0,0,0,1,1,1,2,3,3,1,2,0,0,0,0,1,0,0,1,1,1,1,1
0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,1,1,0,1,1,0,1,0,0
1,0,0,4,2,1,1,1,0,4,1,0,3,0,1,4,1,1,0,0,0,1,2,0,0,0,2,2,0,0,0,1,0,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21,33,19,49,35,38,25,32,30,44,41,43,52,53,57,28,32,30,23,39,37,63,56,13,22,24,42,44,38,38,45,42,48,45,43
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,2,5,0,0,0,1,0,0,2,3,5,0,1,1,1,0,0,4,0,3,1,0,2,0,0,1,1,0,1,1,1,1,2,0
0,0,0,0,0,0,3,1,3,1,0,0,1,1,1,2,4,3,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,2
0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,2,4,5,3,1,0,1,2,3,2,6,5,3,1,1,1,4,2,3,0,1,2,1,1,3,2,2,2,2,1,2,2,1
6,6,2,4,3,3,2,4,4,4,5,4,2,4,4,5,3,3,2,1,3,3,3,1,3,3,5,3,3,3,4,3,3,5,3
1,1,1,1,1,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,1,1,1,0,0,2,2,0,1,1,0,1,0,0,0,1,1,2,1,0,1,1,2,3,2,2,1,1,1,1,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2,5,0,10,5,6,10,8,7,13,10,8,10,5,4,6,3,2,6,7,5,4,2,2,1,1,2,4,7,4,3,4,5,3,7
5,3,5,8,5,5,4,4,6,5,4,4,7,4,4,2,3,4,2,3,3,2,1,0,1,3,4,3,4,0,2,4,3,4,3
3,1,0,4,0,2,4,3,4,2,3,3,4,2,2,4,4,5,2,1,1,2,0,7,2,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,2,1,1,0,0,5,2,2,3,2,2,0,1,2,3,2,1,2,2,2,1,2,0,0,0,4,5,3,3,5,5,3,3,3
1,1,0,3,1,0,2,2,0,1,2,1,2,2,0,2,2,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,3,2,4,4,2,0,0,0,5,3,2,4,1,1,0,0,0,1,1,3,9,10,0,1,1,3,2,4,2,1,3,3,3,0
2,0,1,1,0,0,4,2,1,3,0,1,3,0,0,2,0,0,1,0,1,4,2,1,1,1,2,2,1,1,3,1,1,2,2
2,1,1,3,3,2,4,2,2,4,3,2,3,0,1,2,2,0,1,1,0,2,3,1,0,0,1,1,3,1,1,0,1,1,1
4,5,4,2,3,3,0,3,1,0,1,0,3,2,2,1,3,0,0,2,1,2,3,0,1,0,0,0,2,1,0,1,1,1,3
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,3,4,4,4,3,4,4,5,5,4,3,3,2,2,2,1,2,3,4,6,1,2,2,2,3,4,4,2,5,1,4,4
0,0,0,1,1,1,1,0,0,1,2,1,1,0,1,0,0,0,0,4,1,0,1,0,0,0,1,2,2,1,1,1,3,1,1
0,0,0,1,0,2,2,2,1,1,1,1,0,0,0,2,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,4,3,2,1,1,0,0,0,1,3,0,0,1,2,2,1,0,0,0,1,2,0,2,2,2,1,1,2,2
0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,1,0,1,2,1,2,2,2,0,1,1,3,1,1,1,1,3,1,1,1,1,1,0,1,0,0,1,1,1
1,2,1,0,0,0,0,0,0,2,3,3,1,0,0,1,0,0,5,5,4,3,2,1,0,0,3,2,2,2,2,3,3,3,1
3,3,2,3,1,1,3,2,3,2,3,2,1,1,0,5,3,3,0,1,0,0,0,4,3,1,2,2,2,2,2,2,3,1,3
0,0,0,1,2,2,1,0,1,1,0,2,2,2,2,1,0,0,1,2,2,1,2,0,0,0,4,2,4,4,4,1,3,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2,2,2,1,1,1,3,0,2,2,1,1,0,2,1,1,2,2,1,2,1,1,1,1,1,0,0,0,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,1,0,2,2,0,1,0,0,2,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,2,0,0,0,0,0,0
1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,0,1,1,2,2,2,4,1,2,1,1,1,0,1,0,0,3,3,5,1,1,2,2,1,4,2,4,4,3,2,3,5,2
1,0,0,2,1,1,2,0,1,1,0,0,2,0,3,1,0,1,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,0
3,3,2,7,6,6,4,7,6,13,6,4,12,7,8,8,9,7,12,19,15,16,14,9,12,17,16,14,8,10,8,16,15,7,10
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,6,5,8,9,7,4,4,4,2,3,3,1,5,2,3,4,4,5,9,9,2,2,3,1,2,1,1,3,1,1,2,2
8,12,13,1,2,1,1,2,1,11,17,24,2,2,2,1,3,1,6,10,9,6,10,0,1,2,4,5,3,5,4,3,4,6,2
2,4,2,2,4,2,1,4,1,3,1,2,3,2,1,1,2,0,1,2,1,1,2,0,0,0,1,2,2,2,2,2,2,1,2
6,4,4,3,3,5,3,4,5,5,6,8,1,3,4,3,2,0,5,3,4,6,6,3,3,3,4,5,4,4,4,4,5,4,4
0,0,0,2,1,1,1,0,1,0,0,0,0,0,3,1,0,1,1,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1,1,1,1,1,1,0,0,3,2,1,3,0,1,1,0,0,3,4,4,2,2,0,0,0,3,3,3,2,2,3,2,2,2
4,6,4,5,9,5,2,2,2,6,3,1,8,3,5,3,0,0,1,2,2,3,1,2,2,2,6,6,6,7,5,5,5,6,6
12,19,14,12,18,14,13,13,12,20,18,13,16,12,12,16,11,10,11,11,10,9,9,11,10,9,11,11,9,12,10,14,11,15,11
5,7,3,7,5,7,6,7,6,6,4,5,6,5,7,4,5,6,7,5,10,2,3,8,9,8,7,5,6,7,6,5,6,6,5
6,9,4,4,9,4,4,6,4,12,5,3,9,5,8,5,5,5,10,9,10,10,16,7,6,7,10,11,11,12,11,11,10,10,8
3,1,1,2,0,0,2,0,0,3,1,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
6,7,3,10,7,7,10,14,7,10,10,2,6,6,3,10,4,5,4,7,9,3,8,8,14,11,5,6,6,6,8,6,5,7,6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,1,0,0,0,0,3,3,1,0,0,1,0,0,0,0,1,0,0,0
7,6,5,24,18,21,17,18,16,22,23,12,18,19,19,8,12,5,27,20,17,30,18,10,10,7,15,16,11,9,11,20,10,9,13
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,65,44,39,71,40,20,18,21,37,32,24,20,21,35,24,23,22
1,0,2,1,1,2,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
3,1,1,2,1,0,2,0,0,3,1,0,2,1,1,2,1,4,3,3,3,0,1,1,2,2,2,1,4,2,1,0,0,0,1
2,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1
1,1,0,2,1,0,3,3,3,3,0,1,2,0,0,3,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,1
1,0,0,1,0,2,0,1,1,0,1,0,0,2,1,0,0,0,1,0,2,0,0,2,1,1,2,1,3,1,2,2,1,2,2
11,12,8,14,14,12,16,12,14,12,11,7,13,12,14,15,12,14,15,13,14,17,13,4,3,3,17,18,16,17,19,15,18,21,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,0,1,0,0,1,0,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,2,0,0,3,1,1,1,0,3,1,2,1,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
2,2,1,4,1,2,3,5,5,2,2,0,1,3,2,4,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1,1,1,0,0,4,0,0,1,0,0,1,0,0,3,3,2,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,2,1,2,3,2,1,2,1,0,2,2,2,1,1
0,0,0,3,0,0,3,2,2,0,0,0,1,0,0,4,1,5,3,3,2,2,3,3,6,5,2,2,1,1,1,2,1,1,1
1,0,0,2,0,1,0,1,0,2,1,0,3,0,1,1,0,0,1,2,2,3,4,2,0,0,1,1,1,2,1,0,1,0,1
2,1,0,5,1,0,2,2,1,5,1,3,5,1,0,3,1,2,2,0,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,2,3,2,1,1,0,2,0,1,2,2,1,1,1,2,0,0,1,2,2,1,1,0,1,0,1,1,1,0,1,1,1
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,1,1,1,1,1,2,0,0,0,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,0,1,1,1,1
11,6,14,11,10,11,16,14,17,7,13,33,8,11,23,12,28,33,15,12,12,13,13,7,6,7,12,14,8,14,13,15,13,14,13
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,1,8,17,7,2,3,1,12,6,5,11,20,12,3,2,5,3,4,5,7,10,14,10,10,3,3,4,3,2,3,3,2,2
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
1,0,1,1,2,3,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,3,4,5,1,1,1,1,1,1,1,1,2
1,2,1,1,1,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,5,7,7,3,5,5,4,3,4,7,5,6,8,5,6,5,8,7,5,4,3,4,3,7,7,10,8,7,7,7,7,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
15,10,11,11,13,16,6,7,6,7,6,9,10,8,10,8,8,10,4,3,2,11,4,3,0,1,4,2,2,2,2,2,2,2,2
0,0,0,2,0,2,1,0,0,0,1,1,2,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,11,5,6,8,7,2,1,3,3,2,3,6,5,4,2,3,1,4,4,3,3,5,1,3,3,7,5,5,5,7,3,5,5,4
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,0,1,1,2,2,0,0,0,0,0,1,1,1,2,1,1,3,1,0,0,0,2,1,0,1,1,1,1,2,2
0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
14,8,15,11,7,9,10,12,11,5,10,7,11,12,14,12,12,12,8,6,6,9,6,12,7,7,9,7,5,7,9,9,7,8,8
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0
0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,2,1,2,1,2
2,1,1,1,1,2,3,1,1,3,3,3,1,1,0,2,1,1,4,4,2,5,5,3,1,1,1,1,2,1,1,1,2,1,2
1,3,0,2,2,1,1,2,0,5,1,0,5,0,0,0,0,0,0,2,2,3,6,0,3,2,4,4,4,5,3,4,3,5,3
1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,10,10,9,7,7,12,11,11,8,7,8,9,10,12,9,10,10,9,10,8,8,10,8,4,7,14,10,14,12,12,14,14,10,11
0,1,0,4,7,5,4,7,8,5,6,3,5,3,5,2,4,6,5,9,6,3,7,15,15,18,3,1,3,6,3,2,4,4,2
3,1,1,3,3,3,6,5,4,4,3,3,1,1,1,4,4,4,4,4,2,5,3,1,1,2,4,3,4,3,3,2,3,2,3
2,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,2,2,1,0,1,1,0,1,0,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,0,1,1,1,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0
14,24,15,31,34,24,24,28,31,40,37,37,35,35,43,22,21,28,32,41,39,24,36,20,30,27,30,36,28,27,29,35,31,35,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,5,3,3,5,3,3,10,6,4,7,8,2,3,1,0,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
5,4,1,7,2,4,3,2,2,8,3,5,4,3,4,4,3,3,4,4,5,4,5,1,3,2,6,2,4,3,4,3,4,2,3
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,2,2,2,1,1,1,2,1,2,2,2,0,1,0,1,1,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2,2,2,3,4,6,4,5,6,5,4,2,2,4,4,4,7,8,7,6,6,3,6,7,4,5,8,5,4,3,5,2,2
1,1,1,2,1,1,3,2,3,2,1,3,2,3,2,2,0,0,2,3,3,0,1,3,2,2,3,1,2,2,2,2,2,3,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,3,0,3,1,0,3,4,2,4,5,2,0,0,1,4,3,0,0,0,1,2,0,0,0,1,2,0,0,1,2,1,1,2
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
14,24,18,10,14,7,9,14,12,12,9,7,7,6,5,9,9,8,7,8,12,13,12,14,16,20,18,14,17,13,11,14,15,12,14
0,0,0,0,0,0,3,3,2,3,2,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0
0,2,0,1,4,0,2,0,3,0,1,0,2,1,3,2,2,1,3,0,3,0,0,0,0,0,1,1,3,1,2,0,0,1,1
0,0,0,2,0,0,3,3,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,2,2,3,0,0,0,5,3,0,3,1,0,0,0,0,0,1,0,1,1,1,1,2,2,1,4,2,2,3,2,3,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
5,7,8,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,7,6,1,2,2,2,3,17,17,16,17,18,16,20,18,15
0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,1,0,1,1,2,1,1,0,2,2
3,5,3,3,4,5,4,7,7,1,2,5,2,3,0,4,5,4,3,3,4,0,1,4,4,5,6,5,7,6,5,3,4,5,5
0,2,0,2,3,1,1,3,5,5,1,0,3,2,0,4,1,1,0,2,2,3,4,0,0,0,3,2,2,1,2,2,2,1,1
9,5,5,8,8,7,13,13,11,7,8,7,6,10,7,11,14,13,9,7,7,14,18,8,5,5,7,6,6,7,8,6,5,6,6
0,1,0,3,2,0,3,1,1,2,1,0,0,1,1,2,0,0,2,1,1,2,1,0,0,0,2,1,2,1,2,2,2,1,2
4,4,2,6,4,2,3,3,4,7,6,4,4,1,2,4,3,4,5,7,5,7,11,1,2,3,6,3,3,5,4,3,5,4,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,3,3,2,0,1,1,3,1,1,1,2,0,0,0,0,2,2,4,4,1,1,0,1,4,4,2,5,4,4,4,5,4
0,0,0,0,0,0,1,1,2,2,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,2,2,2,2,1,2,1,1,2
0,1,1,1,0,0,3,3,2,2,1,0,3,0,0,2,1,0,1,2,3,3,3,2,0,1,2,1,2,2,2,2,1,2,2
8,5,6,8,7,4,13,15,15,10,10,7,6,2,3,11,7,13,13,10,8,14,11,3,1,3,7,7,8,10,9,8,8,9,6
5,2,3,3,3,1,3,2,3,3,2,1,2,2,4,4,3,4,2,1,4,3,2,0,1,2,5,3,3,3,3,3,2,3,2
9,6,2,11,6,5,14,11,11,12,10,1,11,10,10,15,5,3,15,18,18,15,21,8,9,9,19,15,18,16,23,20,19,19,22
19,14,20,19,23,22,12,16,13,16,24,16,19,24,26,12,9,9,13,14,15,14,12,11,10,11,27,23,19,24,25,27,24,24,23
1,2,1,1,1,0,2,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,2,1,2,2,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
4,6,3,5,5,3,5,4,5,8,4,5,6,6,4,6,6,3,7,8,7,8,8,2,4,2,8,7,10,6,8,7,7,7,8
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,4,7,6,3,2,6,1,2,2,2,2,2,2,3,2,2,1,3,2,6,4,2,4,3,1,3,3,2,2,4,1,2,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0
0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,16,22,13,9,13,20,19,15,15,22,15,13,9,10,15,15,5,6,11,14,14,13,8,8,11,14,16,14,12,11,15,14,11,11
2,0,4,2,1,0,4,1,3,3,1,4,2,0,3,2,1,5,0,0,0,0,5,0,0,0,2,0,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,3,3,2,3,2,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,1,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,3,5,3,2,3,2,2,0,3,3,3,2,0,0,4,2,3,0,0,2,1,1,2,2,0,2,2,2,2,3,3
0,0,1,0,0,0,2,2,0,1,3,3,0,0,0,1,0,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,0,0
1,1,1,1,1,1,0,1,0,0,1,1,1,1,2,0,1,1,4,4,3,0,2,0,1,1,7,5,6,4,4,5,4,3,5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
